Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,strain,run_center (run),run_machine_id (run),AssemblyName,source_of_DNA,read_mask (run)
SRR034501,WGS,549,724572962,PRJNA36679,SAMN00014238,1633309304,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016042,454 GS FLX Titanium,4WG_DMEL.43_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP437,SRP000694,DGRP-437,BCM,FLX08070217,,,
SRR034502,WGS,546,638018709,PRJNA36679,SAMN00014238,1435941942,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016042,454 GS FLX Titanium,4WG_DMEL.43_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP437,SRP000694,DGRP-437,BCM,FLX09070242,,,
SRR034503,WGS,543,710390896,PRJNA36679,SAMN00014238,1608825873,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016042,454 GS FLX Titanium,4WG_DMEL.43_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP437,SRP000694,DGRP-437,BCM,FLX01070128,,,
SRR034504,WGS,626,770183894,PRJNA36679,SAMN00014239,1649429182,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016043,454 GS FLX Titanium,4WG_DMEL.48_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP486,SRP000694,DGRP-486,BCM,FLX10070257,,,
SRR034505,WGS,536,688808084,PRJNA36679,SAMN00014239,1567139578,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016043,454 GS FLX Titanium,4WG_DMEL.48_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP486,SRP000694,DGRP-486,BCM,FLX10070254,,,
SRR034506,WGS,556,634552146,PRJNA36679,SAMN00014239,1436669907,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016043,454 GS FLX Titanium,4WG_DMEL.48_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP486,SRP000694,DGRP-486,BCM,FLX09070238,,,
SRR034507,WGS,574,706003511,PRJNA36679,SAMN00014239,1574306894,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016043,454 GS FLX Titanium,4WG_DMEL.48_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP486,SRP000694,DGRP-486,BCM,FLX09070238,,,
SRR034508,WGS,542,671092531,PRJNA36679,SAMN00014239,1519191993,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016043,454 GS FLX Titanium,4WG_DMEL.48_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP486,SRP000694,DGRP-486,BCM,FLX09070242,,,
SRR034536,WGS,562,730723734,PRJNA36679,SAMN00014241,1650528244,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016072,454 GS FLX Titanium,4WG_DMEL.AZ_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-24T00:00:00Z,BCM-DGRP555,SRP000694,DGRP-555,BCM,FLX10070254,,,
SRR034537,WGS,551,343764383,PRJNA36679,SAMN00014241,769097834,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016072,454 GS FLX Titanium,4WG_DMEL.AZ_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-24T00:00:00Z,BCM-DGRP555,SRP000694,DGRP-555,BCM,FLX09070242,,,
SRR034538,WGS,537,738319879,PRJNA36679,SAMN00014241,1648232316,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016072,454 GS FLX Titanium,4WG_DMEL.AZ_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-02T00:00:00Z,BCM-DGRP555,SRP000694,DGRP-555,BCM,FLX09070240,,,
SRR034539,WGS,552,731072287,PRJNA36679,SAMN00014241,1649274097,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016072,454 GS FLX Titanium,4WG_DMEL.AZ_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-24T00:00:00Z,BCM-DGRP555,SRP000694,DGRP-555,BCM,FLX09070242,,,
SRR034540,WGS,540,682566876,PRJNA36679,SAMN00014241,1540267288,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016072,454 GS FLX Titanium,4WG_DMEL.AZ_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-24T00:00:00Z,BCM-DGRP555,SRP000694,DGRP-555,BCM,FLX10070252,,,
SRR034673,WGS,547,618836681,PRJNA36679,SAMN00014240,1421046850,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016071,454 GS FLX Titanium,4WG_DMEL.AX_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP514,SRP000694,DGRP-514,BCM,FLX10070252,,,
SRR034674,WGS,551,215142198,PRJNA36679,SAMN00014240,493745301,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016071,454 GS FLX Titanium,4WG_DMEL.AX_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP514,SRP000694,DGRP-514,BCM,FLX08070217,,,
SRR034675,WGS,537,561372903,PRJNA36679,SAMN00014240,1282946153,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016071,454 GS FLX Titanium,4WG_DMEL.AX_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP514,SRP000694,DGRP-514,BCM,FLX10070257,,,
SRR034676,WGS,527,574940885,PRJNA36679,SAMN00014240,1310602122,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016071,454 GS FLX Titanium,4WG_DMEL.AX_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP514,SRP000694,DGRP-514,BCM,FLX09070240,,,
SRR034677,WGS,550,611631965,PRJNA36679,SAMN00014240,1403198421,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016071,454 GS FLX Titanium,4WG_DMEL.AX_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP514,SRP000694,DGRP-514,BCM,FLX09070238,,,
SRR034678,WGS,545,634713815,PRJNA36679,SAMN00014240,1463537732,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016071,454 GS FLX Titanium,4WG_DMEL.AX_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP514,SRP000694,DGRP-514,BCM,FLX10070254,,,
SRR034679,WGS,545,298151761,PRJNA36679,SAMN00014240,666049360,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016071,454 GS FLX Titanium,4WG_DMEL.AX_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-26T00:00:00Z,BCM-DGRP514,SRP000694,DGRP-514,BCM,FLX02090497,,,
SRR034680,WGS,541,276489023,PRJNA36679,SAMN00014245,625936200,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016136,454 GS FLX Titanium,4WG_DMEL.BD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP712,SRP000694,DGRP-712,BCM,FLX09070238,,,
SRR034681,WGS,526,586001405,PRJNA36679,SAMN00014245,1341964703,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016136,454 GS FLX Titanium,4WG_DMEL.BD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP712,SRP000694,DGRP-712,BCM,FLX01070124,,,
SRR034682,WGS,522,705856058,PRJNA36679,SAMN00014245,1599520252,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016136,454 GS FLX Titanium,4WG_DMEL.BD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP712,SRP000694,DGRP-712,BCM,FLX08070217,,,
SRR034683,WGS,528,706723101,PRJNA36679,SAMN00014245,1608021680,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016136,454 GS FLX Titanium,4WG_DMEL.BD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP712,SRP000694,DGRP-712,BCM,FLX01070124,,,
SRR034684,WGS,519,661087790,PRJNA36679,SAMN00014245,1503785919,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016136,454 GS FLX Titanium,4WG_DMEL.BD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP712,SRP000694,DGRP-712,BCM,FLX09070238,,,
SRR034686,WGS,533,731288288,PRJNA36679,SAMN00014263,1659872475,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016138,454 GS FLX Titanium,4WG_DMEL.BF_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP730,SRP000694,DGRP-730,BCM,FLX10070257,,,
SRR034687,WGS,531,710386665,PRJNA36679,SAMN00014263,1594703157,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016138,454 GS FLX Titanium,4WG_DMEL.BF_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP730,SRP000694,DGRP-730,BCM,FLX02090497,,,
SRR034688,WGS,544,747199760,PRJNA36679,SAMN00014263,1707385391,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016138,454 GS FLX Titanium,4WG_DMEL.BF_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP730,SRP000694,DGRP-730,BCM,FLX09070242,,,
SRR034689,WGS,531,731426319,PRJNA36679,SAMN00014263,1651347748,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016138,454 GS FLX Titanium,4WG_DMEL.BF_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP730,SRP000694,DGRP-730,BCM,FLX09070240,,,
SRR034744,WGS,544,252101168,PRJNA36679,SAMN00014246,571595619,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016137,454 GS FLX Titanium,4WG_DMEL.B1_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP714,SRP000694,DGRP-714,BCM,FLX09070242,,,
SRR034745,WGS,545,506681855,PRJNA36679,SAMN00014246,1147694906,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016137,454 GS FLX Titanium,4WG_DMEL.B1_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP714,SRP000694,DGRP-714,BCM,FLX10070252,,,
SRR034746,WGS,542,386502428,PRJNA36679,SAMN00014246,878075280,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016137,454 GS FLX Titanium,4WG_DMEL.B1_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP714,SRP000694,DGRP-714,BCM,FLX09070242,,,
SRR034747,WGS,551,598685175,PRJNA36679,SAMN00014246,1353380219,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016137,454 GS FLX Titanium,4WG_DMEL.B1_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP714,SRP000694,DGRP-714,BCM,FLX09070240,,,
SRR034748,WGS,555,697991493,PRJNA36679,SAMN00014246,1572687842,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016137,454 GS FLX Titanium,4WG_DMEL.B1_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP714,SRP000694,DGRP-714,BCM,FLX10070254,,,
SRR034749,WGS,540,662605864,PRJNA36679,SAMN00014246,1503920003,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016137,454 GS FLX Titanium,4WG_DMEL.B1_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-25T00:00:00Z,BCM-DGRP714,SRP000694,DGRP-714,BCM,FLX09070238,,,
SRR518864,WGS,551,774673149,PRJNA36679,SAMN00014256,1802908883,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157913,454 GS FLX Titanium,4WG_DMEL.33_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP335,SRP000694,DGRP-335,,,,,
SRR518865,WGS,564,534479694,PRJNA36679,SAMN00014256,1224489145,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157913,454 GS FLX Titanium,4WG_DMEL.33_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP335,SRP000694,DGRP-335,,,,,
SRR518866,WGS,541,648410515,PRJNA36679,SAMN00014256,1495350312,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157913,454 GS FLX Titanium,4WG_DMEL.33_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP335,SRP000694,DGRP-335,,,,,
SRR518868,WGS,528,276176580,PRJNA36679,SAMN00014258,652917399,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157914,454 GS FLX Titanium,4WG_DMEL.AN_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP362,SRP000694,DGRP-362,,,,,
SRR518871,WGS,538,197720793,PRJNA36679,SAMN00014258,459399140,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157914,454 GS FLX Titanium,4WG_DMEL.AN_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP362,SRP000694,DGRP-362,,,,,
SRR518873,WGS,522,333971116,PRJNA36679,SAMN00014258,791218168,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157914,454 GS FLX Titanium,4WG_DMEL.AN_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP362,SRP000694,DGRP-362,,,,,
SRR518982,WGS,512,514964296,PRJNA36679,SAMN00014249,1209105260,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX158004,454 GS FLX Titanium,4WG_DMEL.77_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,,,,,
SRR518986,WGS,501,315091011,PRJNA36679,SAMN00014249,758344719,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX158005,454 GS FLX Titanium,4WG_DMEL.77_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,,,,,
SRR518862,WGS,565,754176793,PRJNA36679,SAMN00014256,1735605844,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157913,454 GS FLX Titanium,4WG_DMEL.33_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP335,SRP000694,DGRP-335,,,,,
SRR518863,WGS,561,737072835,PRJNA36679,SAMN00014256,1705035074,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157913,454 GS FLX Titanium,4WG_DMEL.33_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP335,SRP000694,DGRP-335,,,,,
SRR518867,WGS,521,632798977,PRJNA36679,SAMN00014258,1482079480,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157914,454 GS FLX Titanium,4WG_DMEL.AN_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP362,SRP000694,DGRP-362,,,,,
SRR518869,WGS,532,257829991,PRJNA36679,SAMN00014258,602225015,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157915,454 GS FLX Titanium,4WG_DMEL.AN_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP362,SRP000694,DGRP-362,,,,,
SRR518870,WGS,531,604012217,PRJNA36679,SAMN00014258,1404881672,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157915,454 GS FLX Titanium,4WG_DMEL.AN_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP362,SRP000694,DGRP-362,,,,,
SRR518872,WGS,552,306709096,PRJNA36679,SAMN00014258,710281571,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157914,454 GS FLX Titanium,4WG_DMEL.AN_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP362,SRP000694,DGRP-362,,,,,
SRR518981,WGS,518,572352396,PRJNA36679,SAMN00014249,1335713564,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX158004,454 GS FLX Titanium,4WG_DMEL.77_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,,,,,
SRR518983,WGS,521,478676756,PRJNA36679,SAMN00014249,1139120678,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX158004,454 GS FLX Titanium,4WG_DMEL.77_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,,,,,
SRR518984,WGS,511,546815374,PRJNA36679,SAMN00014249,1285633097,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX158005,454 GS FLX Titanium,4WG_DMEL.77_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,,,,,
SRR518985,WGS,511,544561962,PRJNA36679,SAMN00014249,1274669263,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX158005,454 GS FLX Titanium,4WG_DMEL.77_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,,,,,
SRR518721,WGS,579,633543250,PRJNA36679,SAMN00014227,1438855152,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157787,454 GS FLX Titanium,4WG_DMEL.AB_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP301,SRP000694,DGRP-301,,,,,
SRR518726,WGS,506,580778678,PRJNA36679,SAMN00014228,1394464099,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157789,454 GS FLX Titanium,4WG_DMEL.30_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP303,SRP000694,DGRP-303,,,,,
SRR518728,WGS,530,605550725,PRJNA36679,SAMN00014228,1414205417,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157788,454 GS FLX Titanium,4WG_DMEL.30_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP303,SRP000694,DGRP-303,,,,,
SRR518729,WGS,515,354815642,PRJNA36679,SAMN00014228,841971192,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157788,454 GS FLX Titanium,4WG_DMEL.30_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP303,SRP000694,DGRP-303,,,,,
SRR518731,WGS,516,272344599,PRJNA36679,SAMN00014228,633942961,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157789,454 GS FLX Titanium,4WG_DMEL.30_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP303,SRP000694,DGRP-303,,,,,
SRR518740,WGS,531,568186833,PRJNA36679,SAMN00014592,1333047995,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157798,454 GS FLX Titanium,4WG_DMEL.AE_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP306,SRP000694,DGRP-306,,,,,
SRR518741,WGS,544,514149447,PRJNA36679,SAMN00014592,1181108803,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157797,454 GS FLX Titanium,4WG_DMEL.AE_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP306,SRP000694,DGRP-306,,,,,
SRR518742,WGS,530,596323030,PRJNA36679,SAMN00014592,1387061282,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157798,454 GS FLX Titanium,4WG_DMEL.AE_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP306,SRP000694,DGRP-306,,,,,
SRR518743,WGS,566,327890754,PRJNA36679,SAMN00014592,749373943,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157798,454 GS FLX Titanium,4WG_DMEL.AE_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP306,SRP000694,DGRP-306,,,,,
SRR518745,WGS,529,612341090,PRJNA36679,SAMN00014592,1417071160,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157797,454 GS FLX Titanium,4WG_DMEL.AE_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP306,SRP000694,DGRP-306,,,,,
SRR518968,WGS,518,453895719,PRJNA36679,SAMN00014247,1061710690,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157997,454 GS FLX Titanium,4WG_DMEL.BG_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP732,SRP000694,DGRP-732,,,,,
SRR518969,WGS,513,658805397,PRJNA36679,SAMN00014247,1559410454,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157997,454 GS FLX Titanium,4WG_DMEL.BG_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP732,SRP000694,DGRP-732,,,,,
SRR518970,WGS,503,327303783,PRJNA36679,SAMN00014247,785371475,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157997,454 GS FLX Titanium,4WG_DMEL.BG_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP732,SRP000694,DGRP-732,,,,,
SRR518972,WGS,502,692844055,PRJNA36679,SAMN00014247,1644627989,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157997,454 GS FLX Titanium,4WG_DMEL.BG_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-06T00:00:00Z,BCM-DGRP732,SRP000694,DGRP-732,,,,,
SRR518718,WGS,554,707842016,PRJNA36679,SAMN00014227,1660259959,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157787,454 GS FLX Titanium,4WG_DMEL.AB_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP301,SRP000694,DGRP-301,,,,,
SRR518719,WGS,557,776783134,PRJNA36679,SAMN00014227,1776609707,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157787,454 GS FLX Titanium,4WG_DMEL.AB_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP301,SRP000694,DGRP-301,,,,,
SRR518720,WGS,535,709806011,PRJNA36679,SAMN00014227,1627879765,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX157787,454 GS FLX Titanium,4WG_DMEL.AB_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2012-07-05T00:00:00Z,BCM-DGRP301,SRP000694,DGRP-301,,,,,
